UMP,VSTOXX,GDP,CPI,Month,Retail
849023.8417342638,9.086101896277931,4.0721107242447374e-4,0.0014461818272035742,2014 Jan,0.0010043894863152047
829225.8515744553,10.834565907014793,3.7219687901313137e-4,0.0012086006265263904,2014 Feb,4.301738135605859e-4
805841.215203294,8.027284832930745,-0.0010987304240916984,-7.157967828419487e-5,2014 Mar,0.0011770047231278724
793929.1442056567,4.053790953364388,0.0012905587120641826,-2.2080367956256453e-5,2014 Apr,0.0021581165205732944
775245.3202236665,4.835460702973398,-0.0018639546040652988,-5.448448362743719e-4,2014 May,-0.0034751913754407227
753691.3349595707,5.436322523360807,-0.001657413458877599,2.5770890174658945e-4,2014 Jun,3.07602762719128e-5
737712.3651399628,7.071796995964632,-0.0011096820313323263,4.12203949878176e-4,2014 Jul,-0.008700053220227488
751200.3516813576,7.683340387487724,-6.639074227194897e-4,7.437931833296219e-4,2014 Aug,0.0019290281189681124
753722.6075062484,4.351781094929042,-8.715148146443141e-5,0.0013403091958892333,2014 Sep,-0.0025261603378803343
772279.2298210044,13.66800726412356,-2.2680423318277576e-4,5.948030861961939e-4,2014 Oct,-7.070412270309134e-4
758247.2621247547,6.059141426412092,-9.481001907349906e-4,5.558138543548807e-5,2014 Nov,-0.0014263918362438233
783834.8566284828,17.062749880059595,-1.1117047040976047e-4,-0.0022927908616212633,2014 Dec,-0.003521101644533786
810222.4999012112,13.262873014019249,-0.0014123933827185908,-0.004281278935743593,2015 Jan,-0.0022003740050919873
799199.2120419035,12.629705905402046,0.0011052485295142134,-0.0016403442567742843,2015 Feb,-0.0015718906850841208
832118.5335316549,4.332908876787677,9.683065543004687e-4,-2.2998758688164145e-4,2015 Mar,-0.004144511470054901
845145.9016702205,10.077718970089672,3.2330369802480163e-4,5.920457170933702e-4,2015 Apr,0.004577264722160024
853696.5758862002,7.8667124647343645,2.1460315134014252e-4,0.0022625646806160304,2015 May,0.006755652657590261
882429.0223898342,11.257484032754709,6.072814019706385e-4,0.0025377285394547755,2015 Jun,0.005786962291308484
920775.6152350715,25.325537080405386,0.0013939591764771109,0.001726264998321625,2015 Jul,0.006799810834793085
956927.2239283053,30.356107326648452,-0.0011283200469787147,9.094878418833829e-4,2015 Aug,0.002351535934564275
