UMP,VSTOXX,GDP,CPI,Month,Retail
13.644968100171907,9.086101896277931,4.0721107242447374e-4,0.8,2014 Jan,0.0010043894863152047
13.627379363487485,10.834565907014793,3.7219687901313137e-4,0.7,2014 Feb,4.301738135605859e-4
13.601583138583763,8.027284832930745,-0.0010987304240916984,0.5,2014 Mar,0.0011770047231278724
13.58738091808894,4.053790953364388,0.0012905587120641826,0.7,2014 Apr,0.0021581165205732944
13.568038599882904,4.835460702973398,-0.0018639546040652988,0.5,2014 May,-0.0034751913754407227
13.535279777688947,5.436322523360807,-0.001657413458877599,0.5,2014 Jun,3.07602762719128e-5
13.509879272158564,7.071796995964632,-0.0011096820313323263,0.4,2014 Jul,-0.008700053220227488
13.527171758732761,7.683340387487724,-6.639074227194897e-4,0.4,2014 Aug,0.0019290281189681124
13.538145419374107,4.351781094929042,-8.715148146443141e-5,0.3,2014 Sep,-0.0025261603378803343
13.549353730945782,13.66800726412356,-2.2680423318277576e-4,0.4,2014 Oct,-7.070412270309134e-4
13.536882596524057,6.059141426412092,-9.481001907349906e-4,0.3,2014 Nov,-0.0014263918362438233
13.569378977253903,17.062749880059595,-1.1117047040976047e-4,-0.2,2014 Dec,-0.003521101644533786
13.597351214093472,13.262873014019249,-0.0014123933827185908,-0.6,2015 Jan,-0.0022003740050919873
13.590803801611687,12.629705905402046,0.0011052485295142134,-0.3,2015 Feb,-0.0015718906850841208
13.63383931579577,4.332908876787677,9.683065543004687e-4,-0.1,2015 Mar,-0.004144511470054901
13.649229832050436,10.077718970089672,3.2330369802480163e-4,0.2,2015 Apr,0.004577264722160024
13.66310036468166,7.8667124647343645,2.1460315134014252e-4,0.6,2015 May,0.006755652657590261
13.693891998344892,11.257484032754709,6.072814019706385e-4,0.5,2015 Jun,0.005786962291308484
13.73464191182045,25.325537080405386,0.0013939591764771109,0.5,2015 Jul,0.006799810834793085
13.770743557666052,30.356107326648452,-0.0011283200469787147,0.4,2015 Aug,0.002351535934564275
13.75093580794937,10.9173970478315,-8.030164152916797e-4,0.2,2015 Sep,8.71424850142688e-4
13.787087987548317,15.577523609179526,8.202489248052558e-4,0.4,2015 Oct,-0.001222764572069046
13.818680120728628,7.394952518779282,-0.0010918188628128433,0.1,2015 Nov,-0.008442855774617009
13.808620477435426,10.433394060338937,0.0012270756202319433,0.3,2015 Dec,0.004276348483647219
13.833332775085093,12.013548856345052,0.0033234945194067222,0.3,2016 Jan,-0.001180779206784166
13.867566269449458,11.73389461244646,7.273633011486424e-4,-0.1,2016 Feb,-0.0011264593005764212
13.84960992296476,10.997655619858262,-0.0027137539013661893,0,2016 Mar,-0.007256188918697504
13.891906691985742,10.15107736858507,-4.0255551732570893e-4,-0.3,2016 Apr,-0.006347859342595186
13.92662196204883,8.483710939661208,-0.001618241135632914,-0.1,2016 May,-0.0029119067196576864
13.943521690815746,26.442670343018413,-0.001132606058375174,0,2016 Jun,-0.005124230119138318
13.966288894326679,12.224699545060403,-7.375109708327443e-4,0.2,2016 Jul,-8.671255870842387e-4
